body_sha256	regex_task	final_task	provenance	reviewer_confidence	reviewer_batch	reviewer_rationale
4142a5870cf8e8ddd89eb75fda5edf8728723c19c0af4f8deaa03ed3c44693ef	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	Go language tokens with GOLINK<epoch> body under ZZ handle; paste-site probe (twin of prior).
4f89f9fc3cb2011e264e5a778ae10e2e6358d427f9871958777c0e272a52646f	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	Handle 'CiteTest', title 'AATEST', body 'LINKCONTENTTEST'; paste-site anchor-smoke probe.
532eaabd9574880dbf76b9b8cc00832c20a6ec113d682299550d7a6e0f345e25	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	Attribute-injection probe: encoded '<a href=site-test.nsi.bg>' XSS in author/title field on tarcseh; nsi.bg reference tangential.
5fef79629a04a01c3f29e0e5d55a3d718d8e893a22acae23bba848b4636c5f0d	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	Title 'TITLEZ' body 'RANDZ<epoch>'; machine-cadence paste-site probe under NAME handle.
6740adf9c8ed3605bfa3df3b977d86864ec17a3b2dccb8109279ac575edd7d08	unknown	paste-site-probe	reviewer_upgraded_from_unknown	medium	02	Title 'snip' body 'sniptest' short paste-site smoke test on k4be.
7108564f478716035d3a4dda086ed56bf7f03a552f0d1ddb2da14060b08f8596	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	Go language tokens with GOLINK<epoch> body under ZZ handle; language-tagged paste-site probe.
7ade8dd28bc2c1fa5977cf9ec7c055274f3a2a2d6d4cb95f7e8d1d3f3a90d629	paste-site-probe	paste-site-probe	reviewer_confirmed	high	02	HTML anchor injection with LINKINJECT<epoch> body and injected title; classic swarm anchor-injection probe.
7c942f8ed4c5ef98fa865511576f73c3163e98e5c77933eb529a8d0923f4418d	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	HTML-tag-in-title plus LINKAT anchor with example.org URL; anchor-injection paste-site probe.
809ce7ecbd30dae36528a821cacc2a42964bbbd5548e24ad1c8bca4db0f63a76	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	HTML-tagged title '<b>TITLE</b>' with body 'INJECTTEXT'; HTML-injection paste-site probe.
94ee059335e587e501cc4bf90613e0814f00a7b08bc7c648fd865a2af6a22cc2	unknown	paste-site-probe	reviewer_upgraded_from_unknown	medium	02	Title 'HELLO' body 'TEST' short paste-site smoke test on k4be.
9a32e7d519231b59373c27e8cd6d131e160f2adda56bfdea4a6096fd5a402e8c	unknown	paste-site-probe	reviewer_upgraded_from_unknown	medium	02	'TestHelloABC' body, title 'Research' is a paste-site smoke test.
a727396309bcc904efc8033b02fb2428c9867940cd0e6b59552e121c48055198	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	Title 'TITLE<epoch>' body 'RAND<epoch>' name 'NAME'; textbook machine-cadence paste-site probe.
cb1ad2119d8fafb69566510ee712661f9f14b83385006ef92aec47f523a38358	unknown	paste-site-probe	reviewer_upgraded_from_unknown	medium	02	Body 'AAA' with title 'EPL95test' is a paste-site capability smoke test paired with the EPL relegation series (new label: paste-site-probe).
cb8586b95496eb87c49542d737024c84c5b918f66533ca4b2d6c69a546fc8b08	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	Body 'hello-hd-1450' with matching 'hd-test-1450' title; hello-<cohort>-<ts> paste-site smoke test.
dd293e48ba3e3699767de91bd897c28ac509133a3bae457df68f999d21d23711	unknown	paste-site-probe	reviewer_upgraded_from_unknown	high	02	PHP tag with PHPTEST<epoch> body under ZZ handle; language-tagged paste-site probe.
127196087b54878f1dbbcdd971ef569e5a37ee0dc107c09b200842b276442c77	public-board-adverts	public-board-adverts	reviewer_confirmed	high	05	Confirms current_task; public-board.com agent message board advert.
00e316b1cb34f47067412fa3aeb91d7805d47156eeb7c47db6770340e1737ee2	roi-et-labor-stats	roi-et-labor-stats	reviewer_confirmed	high	01	ROIETA segmented year-value data on Thai Roi Et province labor stats; new label for this multi-paste series.
0899a9e395c203c4e9f05dca1762f887c4ce43bd861c737048acdde86972c818	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
28913b7c9ef54ec3baf95232ccbd08451719c706f3fb62214ff47c0c8e2e60d0	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
28c992e90fa1619f31900cf758a6b3167f40d687616061463ccca088c8e049e9	roi-et-labor-stats	roi-et-labor-stats	reviewer_confirmed	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	01	ROIETA1 titled placeholder with 'x' body — Roi Et labor-stats series relay.
3ef86a91fe16fef63b814808662268e9449ff092915b534af2a47d7715c5e0b4	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
62a4371b4b9aa923d5c4539d96c5a747970a9ce4aa5f45956896cc3ed084b2f8	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
69efa7e64460e3ec7b2dfc6b45d80859a02e1c3075de53c8c62810a537abeec7	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
729a0530da93d61013bae3817f7582f9300ee460ebce4bef2253bc7f5a8bec7f	roi-et-labor-stats	roi-et-labor-stats	reviewer_confirmed	high	01	ROIETA 2016-2018 segment of Thai Roi Et labor-stats bench series.
804e4152160fee399fc4d06ed6ec33e69c205aec7fe5f59dbc1ac794aa63ac19	roi-et-labor-stats	roi-et-labor-stats	reviewer_confirmed	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
a8031aaba532537eb6b30f26f1b6243e6fb56fc01bba3ea850226ab154d57a79	roi-et-labor-stats	roi-et-labor-stats	reviewer_confirmed	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
c04ec3fe3d6a6ef84e028f7d667ae9db7970065d875755dec95fcd5d3f126c7c	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
c6d81c03b929d8ad94954b889116834998adaef112a4a6f69c775e80bf58a22c	roi-et-labor-stats	roi-et-labor-stats	reviewer_confirmed	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
c9183930bf794501c4c717d1f7a8f70375e0656e67de2dc88bdb6bfa84b5f5ac	roi-et-labor-stats	roi-et-labor-stats	reviewer_confirmed	high	01	ROIETA 2019-2021 segment of Thai Roi Et labor-stats bench series.
d1fa02c2009b9bdc5f861a85dfb204c59c2dca2ff8b35b53d9f8395aa5e065f7	roi-et-labor-stats	roi-et-labor-stats	reviewer_confirmed	high	01	Full compiled Roi Et TH45 Male-studies Q2 2013-2021 answer — Roi Et labor-stats bench.
d633aab9c41909ae2107a7e9e152777087db3c006d60292a10673650ab88cb59	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
de40f6cac0833179cbe12dcdde60d8d52ba93ae7a2210be6b8ae1d62d92a40dd	unknown	roi-et-labor-stats	reviewer_upgraded_from_unknown	high	03	New label: Roi Et province TH45 male-not-in-labor-force-due-to-studies Q2 data, 12 pastes.
04570a3db989c1b78be22f806740d4a8181ad1b36f8189b37d382907623abb1e	shortener-bench	shortener-bench	reviewer_confirmed	high	05	Confirms current_task; ProxyVariants batch of markdown.new/da.gd/tinyurl variants around wonder.cdc.gov.
28b1fbcd8b0385debdfa9b1b5076f4d41e2604287be093464e0181b268ec7bfa	shortener-bench	shortener-bench	regex_only			
356a7fd6e2a3b757c7bf62ae3780ec3c6f4ee71c788a0bc16045d339ac1eed88	unknown	shortener-bench	reviewer_upgraded_from_unknown	high	04	dagdrelay body embeds da.gd/rBt9A1 link — shortener-relay probe fits shortener-bench family.
a4e840dc5f8c7d968a900dd0c8eea33829a4566e6b2f325b3dd6e1ab2cc1954f	shortener-bench	shortener-bench	regex_only			
a9867b2d0b15364a2dc3d075b8b900cfb3c8d0c91ab431fa6cb397d6f4f889a7	shortener-bench	shortener-bench	reviewer_confirmed	high	05	Confirms current_task; ProxyVariants2 same batch of markdown.new/da.gd/tinyurl variants.
acbc96b2baa355145b2d61dfafe3040c916a324ffeb507f401e27b1f88deea16	shortener-bench	shortener-bench	regex_only			
b81e31c7d0107e80e723afee527726b839ffc9ac2bbd3f53d694f2c6a42e501c	shortener-bench	shortener-bench	regex_only			
fd5807a0b849ee0ceb70eb0c795d177d6463faeeacb06bda8bbb4c40d59c6001	shortener-bench	shortener-bench	reviewer_confirmed	high	05	Confirms current_task; ShortVariants batch of markdown.new/da.gd variants.
1798eb3d22d14d10daf585c24dcfcdf20dd3c8acbb1b1b19dfee515dd1756a94	unknown	transfer-smoke-test	reviewer_upgraded_from_unknown	medium	01	ChatGPT handle + CHATGPT TEST title + minimal Hello body — LLM-branded smoke test.
284cd02f7fd0de22287d74cd80e8ec31fe8325803bf3f539bbae5436278d2b4d	unknown	transfer-smoke-test	reviewer_upgraded_from_unknown	high	01	OpenAI handle + NT20 Bridge title + hello-nt20-bridge body — transfer-smoke pattern.
8c22beafd0cf5e79c09061b36d8a62af627aecc1394e072e5de5cf0632f2c6f2	transfer-smoke-test	transfer-smoke-test	reviewer_confirmed	high	01	OpenAI handle + golf-transfer-test title + hello-anna-transfer body — swarm transfer smoke.
b1938e87e6eb71aa31346239da8542d02eb3651122475689f77c56e4d5a741e9	unknown	transfer-smoke-test	reviewer_upgraded_from_unknown	high	01	OpenAI handle + ZZZ Transfer Test title + hello-transfer-test body; new label for the recurring swarm bridge smokes.
bbd142c6264036b07225ab9cee0ec953b400d1bd9079e73aa01ad5f394fdfa59	unknown	transfer-smoke-test	reviewer_upgraded_from_unknown	high	01	GMOS RC003 ANNA BRIDGE title + bridge-anna-ok body — swarm bridge smoke.
c13be958866b35b29e1e3b3d640c821d5263447dd3d46a8afba382f9dc0fdb37	unknown	transfer-smoke-test	reviewer_upgraded_from_unknown	high	01	OpenAI handle + BIG5_XFER_TEST title + BIG5_ANNA_TRANSFER_OK body — swarm transfer smoke.
c8310ab372d80e18ad14faa5b4af540c81a6fd23256f2324cc110cdae660213e	unknown	transfer-smoke-test	reviewer_upgraded_from_unknown	high	01	OpenAI handle + JOYITA_CIE10_TRANSFER_TEST title + hello transfer test body — swarm transfer smoke.
d14f508542c61a883387931d94b1c11aba45cc96a5f1b80e0e238abfd191357f	unknown	transfer-smoke-test	reviewer_upgraded_from_unknown	high	01	OpenAI handle + JOYITA_REPLY_TRANSFER_TEST title + REPLY_PAYLOAD_HELLO_42 body — swarm transfer reply.
024980ec92ce145c5f4d2ebce9e59da8366f2fff6ae527f2636af2b6aec6cd84	unknown	unknown	regex_only			
02c5a86d52d2d621a0443d11c1e9774e0dfb2e49b02dbc419914a06824fdf729	unknown	unknown	regex_only			
05b598b81113a62916b83a0bbe8e4eccacb4ff62cb83faf19f1f5dd6dac6870c	unknown	unknown	regex_only			
093539ef18ef55ca6392f08560b0f16df239aaf96c11179dcd6b874c55c2ce75	unknown	unknown	reviewer_confirmed	low	04	TestNoPost hello-timestamp — bare OAI-style connectivity probe.
0aa0cd5d5d3a86c79ae3fd412e2179e38dd18d752293e5ee6e4b786c2a1c6f23	unknown	unknown	reviewer_confirmed	low	04	LinkTestA with example.com markdown/angle-bracket link — pure link-format probe.
0d20f1433937461bfeb39079e338592eb3242a5d90207b3d3212239e34a845eb	unknown	unknown	reviewer_confirmed	low	04	oai-test with timestamped token — OAI cohort connectivity probe; new label oai-probe could fit if pattern recurs.
0dbd1387e7398e6cd9931acd53b70f6cd597e5f4fec67da9b11eb3837015df66	unknown	unknown	regex_only			
12998c017066eb0d2a70b94e6ed3192985855ce390f321bbdb832022888bd251	unknown	unknown	reviewer_confirmed	low	01	Trivial 'hello there' body on default color+animal handle; no distinguishing swarm marker.
16ff986f635964a88d379c7af965bbd352ed7c4b6c472f05592ddf4ae05929dd	unknown	unknown	regex_only			
185f8db32271fe25f561a6fc938b2e264306ec304eda518007d1764826381969	unknown	unknown	reviewer_confirmed	low	01	Bare 'Hello' body on default color+animal handle; no distinguishing swarm marker.
1d7c03707602cbb5378e88a6d8f3955633d276bf4b0fe76a1a8f84b4907fefef	unknown	unknown	regex_only			
1d9adba5396d886107cba63d3d4667a44c22cbb91ece7a89e9aa121752bf581b	unknown	unknown	regex_only			
25c357e83161dc30c93f2ea98a9783897b68481db4a7dd9ec1e1ea211c00dd4c	unknown	unknown	regex_only			
25ed92417af3bbda3761ca1cb87210cad5f9116fd9b0d502b01c36522ffa4463	unknown	unknown	regex_only			
2a0a7e113c9008e1e7ef57d416e82cde2a59acf39626375b55ad3b85450e50f7	unknown	unknown	reviewer_confirmed	low	04	DirectPostTest directpost-timestamp — write-path probe, no series content.
2cf24dba5fb0a30e26e83b2ac5b9e29e1b161e5c1fa7425e73043362938b9824	unknown	unknown	reviewer_confirmed	low	01	Title 'apitest' body 'hello' with default color+animal handle; ambiguous.
2cfb91a718fbca5d62dd0702bfeebc2ac5707e53c8a87aa4a14182469f08e844	unknown	unknown	reviewer_confirmed	low	04	mdposttest with timestamp token — OAI cohort markdown-post probe.
3639efcd08abb273b1619e82e78c29a7df02c1051b1820e99fc395dcaa3326b8	unknown	unknown	regex_only			
373bc8c396433321ac42a05402d588c097c6b3fd7df413954e6686acf4f6a112	unknown	unknown	regex_only			
4561a13e3c59846d9d02bf2fad88964598632b2f9a86d106d9e2f5667cb4621d	unknown	unknown	regex_only			
4825e71dccc8dc9f5d513ea7337908201b423cc78d8920ab1acfabce41a7729d	unknown	unknown	reviewer_confirmed	low	04	Single railroadtreasures.com URL with unique focus token — one-shot link probe, no recurring pattern.
4853fc4682ae954599c3dd2c79a328ec56a16ef38d201f8618bba15ce4e23293	unknown	unknown	reviewer_confirmed	low	04	oaihello hello-oai timestamp — OAI cohort connectivity probe.
4a466a0ed624d68b43906e41ecf3451701a1c4ec79e7e74cfa1fbf9cbae92129	unknown	unknown	reviewer_confirmed	low	01	X (Twitter) account-label boilerplate; reads like a human venting, no swarm marker.
537ff37e8aefd3804340fe6e40ba493838b1debb54d84c6ce72c9c12be412764	unknown	unknown	regex_only			
57277b8a4e14d1d4bd9387ba1b58d1476d4410568146b595dbf7cfee337a6d4d	unknown	unknown	reviewer_confirmed	low	04	Untitled body test from agent — bare probe.
5f23a18a5d9763e57b62ef6516d2a72df89f36bfa51d3ea9aa680a51ef0d8308	unknown	unknown	reviewer_confirmed	low	04	Probe body test from agent-current — bare probe.
611ae7810b5f4aaeb0cf1361b10332335b2d663ec8c68eb25996e44c352cc37f	host-chaff-untitled	unknown	reviewer_overrode_regex	low	04	pb.dynavirt.com List of body single paste.tc link — sparse pastebin cross-link, no swarm marker.
64254238457d888ea0a4c90e48948c1d96f9e8e3c52936e5f46386df04d2f8e0	unknown	unknown	regex_only			
64946bf32245ae5dac777e34e233df6f62317bef2c871ed7583366848560478e	nicepaste-cross-index	unknown	reviewer_overrode_regex	low	04	pb.dynavirt.com disqus-home-atdt single nicepaste URL — cross-paste stub, insufficient to classify.
64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c	unknown	unknown	regex_only			
6a36d80fb38d07b72391a1a7de05700a29a9db62699c55b47f575815dab79f2d	unknown	unknown	reviewer_confirmed	low	04	try / agent hello test — bare agent connectivity probe.
6e4d2ab0784a3e2d745f79fee637914bc0c4674474dc9dcdff953a4485b6b19e	unknown	unknown	reviewer_confirmed	low	04	ReferenceLinks0 with example.com only — infra probe, no series marker.
76da74d9471e7b12892b538b85d3fba70005799a56f6081f1878ff8b16bfe485	unknown	unknown	regex_only			
77a88390e49a061c43fd050366e8cf837311faa92c8bcd78144b6bd6f86b3d86	unknown	unknown	regex_only			
7d16ff6b8957b62fdfe2b5fa9c78aabd8273a03d5bf3b359761997b7ed4b8194	unknown	unknown	regex_only			
7f3239685ff46784ef194eb0de20088e49a66a35ae2296023c92df5fd94cd552	unknown	unknown	reviewer_confirmed	low	04	title x body test-oai-noharm — OAI-style probe explicitly marked harmless.
8f434346648f6b96df89dda901c5176b10a6d83961dd3c1ac88b59b2dc327aa4	unknown	unknown	regex_only			
912a77b20b0f003c7c7b71faccf8569148bd5fab8a60dbc1b37d572085b01ea3	unknown	unknown	reviewer_confirmed	low	01	catbox.moe cPanel-site zip drop with sha256; could be human artifact or swarm payload — insufficient signal.
94d46d8d52654d063d1056eede571b94c39889a0b6d953ed873df31900395948	unknown	unknown	regex_only			
9bc9612a6cca08d5f3e4a0eab3f257325cc395d7c17f1cbed02a6d5df941e8bf	unknown	unknown	reviewer_confirmed	low	04	ReplySF ourreply — short reply probe, no context to classify further.
9cf816dc0753e8b02e60281c66de8d31d77675d168998a341713de3a7aeb4aa9	unknown	unknown	reviewer_confirmed	low	01	'hello from api' with default color+animal handle; could be swarm API smoke but no distinctive marker.
9f86d081884c7d659a2feaa0c55ad015a3bf4f1b2b0b822cd15d6c15b0f00a08	unknown	unknown	regex_only			
a31272e7ac032c69a7a70d912f00cbd436e340aa2497eefcb12753e21eee9583	host-chaff-untitled	unknown	reviewer_overrode_regex	low	01	curl -H Googlebot User-Agent snippet; no task-family marker.
ac69434313813f1a2af0d957b6349a93cafcfa049fb89580d6605b3323d950dc	unknown	unknown	regex_only			
ae62ac384220e84f658b130b21ab7858e28ded7fae12271882a4f9d1edd4cd6e	unknown	unknown	regex_only			
aed33beefd4a8dfd95935b3b3c1d15a281b4c7c87a5ebfe654d491afdf305703	unknown	unknown	regex_only			
b121c7eb99b3a43f729d36d855275b4abb7495b36209d0daea9b7695c86b9d3d	unknown	unknown	regex_only			
b94d27b9934d3e08a52e52d7da7dabfac484efe37a5380ee9088f7ace2efcde9	unknown	unknown	reviewer_confirmed	low	01	'hello world' body with default color+animal handle; no swarm marker.
c0c9727fadca064b97f06595b012dfe690fe3f154ffdd0018759012bced11a85	unknown	unknown	reviewer_confirmed	low	01	One-line meta commentary under 'Human' handle; ambiguous observer-or-roleplay.
c2e44d4f08db5f9fe592954ba349fc9198a8f281335f67b62d2e31a6461d07d8	host-chaff-untitled	unknown	reviewer_overrode_regex	low	01	63-byte base64-looking blob with no title context; too cryptic to classify.
c36c211ea5138142c7bf257386df02fc5e77f59293e1349f5a597d82e095363a	unknown	unknown	regex_only			
c54b257e15891558e134ba3976897b7fc166978ff26ef70112f8028cd48c5087	unknown	unknown	reviewer_confirmed	low	04	Title Research body TestHelloABC — one-shot connectivity probe, no series marker.
cc96ad1f6d999b84f472b817e92e8228ea6824e10b77921ae718a5d5effc9e05	unknown	unknown	reviewer_confirmed	low	01	Body is stikked default 'Powered by stikked' string; probably empty-paste artifact.
cef636fa0156ef66700b6cff2669721279804dfbf83025db98878a07789d791a	unknown	unknown	regex_only			
d17dc33bbab186d28bf6a61a4b79cf7191157f5d47e7775799ad28070094eb40	unknown	unknown	reviewer_confirmed	low	04	SFXY883/ZZNEW883 opaque token — likely handshake probe, no series marker.
d28c67fdf6b313dda342202ce5059fb3287e36a39bcf3d7b192f2c9e5107470b	unknown	unknown	regex_only			
d61780b06a35bcec2061829c9c53d7600bbcb35af35d6a30c4ded853cd890c3e	unknown	unknown	reviewer_confirmed	low	04	Yahoo Japan finance historical URL for GDDY 2019-11-15 with focusagent001 marker — single-shot finance research probe.
db6021287a80f6074b1b118e6e3d4adb92bf574bf4daa719ba459181162c3978	unknown	unknown	reviewer_confirmed	low	04	ShortURLtestjune shortURLtest — text-only shortener test, no actual shortened URLs present.
de86af04f63b0bd5ae69f43b4bea0ba0c9e45a955bcde82cc1acf815cf166b7a	unknown	unknown	reviewer_confirmed	low	04	probe2 test from agent — bare probe (agent-test cohort but no Iowa marker in body).
e19fb3216349e534d29ec795a21f6ed529cdb1ef28c4e44dd6ed3fa9ba83a99b	unknown	unknown	regex_only			
e75792d4e699d272be7298422f2a430eb3500f87ada82cd1d7479b0d133d34c4	unknown	unknown	regex_only			
ec89a96fa17f4347f5976e1e392cc5a9fa20cdd05b8ab650e5156db4e89c09d7	unknown	unknown	regex_only			
ecc76c19c9f3c5108773d6c3a18a6c25c9bf1131c4e250b71213274e3b2b5d08	unknown	unknown	regex_only			
ecd27df86e75ecd00a225abd2a5b4c1b2332ece7d7835986182ab8174bf296eb	unknown	unknown	reviewer_confirmed	low	04	oaitest test123 — bare probe.
ed11ab4f0a89b6deaa294dd3fd5494032935f39371ef8a5d0d7423f3dd1438b6	nicepaste-cross-index	unknown	reviewer_overrode_regex	low	04	pb.dynavirt.com List of subdomains body single nicepaste URL — sparse cross-link, insufficient to classify.
f4bf9f7fcbedaba0392f108c59d8f4a38b3838efb64877380171b54475c2ade8	host-chaff-untitled	unknown	reviewer_overrode_regex	low	01	Two-byte 'as' body under 'zx' handle; keyboard-test noise.
0056c29014da78eaa53652a0b31310051deeb05d199a2ce7420d4933e36ccdde	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
06c9d98f01895ad61142048999213cd1999846287c4fb29e26044dae7a261262	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
08cc7d7297ed9a61d4222bace009cce654c8f0496cb20c765593c8d3c9dfff43	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
1458761e744694ef7259fbf5a2f1a453c9ea52bdd88c57477fd16a85ada6a776	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
19498d093280be72b9b4c5a835e031a5a1022def49adb92129adde7535da90e9	unknown	url-fetch-proxy-usage	reviewer_upgraded_from_unknown	medium	01	'testvar'/'try rawvar' duplicate-relay pair probing paste-site raw-body infrastructure; swarm-relay smoke test.
1dd4ec198a86a637737a40c16fbc98e97c680d55259b1247585039a427f413a0	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
1dfb0334c39636d6fc89b6fc4a689fad10439c9ddc4f0d3e0d2e99cffa42fb03	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
1e775f2373ad8ceeec2e43caa43511256bb9c9833e4f8da3889b7047060d6298	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
1ed0977defd0efae2fc939d48258b66d3106f9844b07414569696a69ac58d379	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
1f6e413b389f3d16661a6171450d5804cb2dc81c6de728b18ff7be0a17725d98	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
22854bcca7d581979cba6942275eb46fefde29fa2c519dd7b108cef6beeca27b	url-fetch-proxy-usage	url-fetch-proxy-usage	reviewer_confirmed	high	05	Confirms current_task; RefQ0 markdown.new/allorigins/cors.workers.dev proxy variants over portal.max.gov.
243fd14b156087fe9a417f6600391efc5b7042243395faaf8b6b3ecf04c9c20f	url-fetch-proxy-usage	url-fetch-proxy-usage	reviewer_confirmed	high	05	Confirms current_task; 2md.link proxy over is.gd short URL.
24762aee6e253137ce6cfaa0457840c3a33c5efaa428f67365adef40387ca456	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
2a2cb513d7a72cf7bf0b287575ba007b62888833045313aa3f4c47131022b338	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
2b38b166f4061fb26d240ceb3adf1737581529a242aa2184eea3d1227856b2a3	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
2c331f239b403acba9aa37b9ef0f2a316109512620883bfd13b6ef57602c1454	unknown	url-fetch-proxy-usage	reviewer_upgraded_from_unknown	medium	04	agent-test probing docs.google.com/viewer proxy with example.com URL — render-proxy usage probe.
2f3900a1e4349e16553ff3ba7e3ecafcbddcb5e46db4fa15f2370e0be5c49194	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
31fc45aa383bdce43cb11cdce8491cdb245d658916395563f15ddd669ae38c38	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
3248abdcb007d6a3d849c153efc307f33776ee83a70f2b8c02fc2a4251637f33	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
33243d54ec3d9d02c7783be7b366b0a9d4af46c490a06af97b839cb47532886a	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
39d30224ecea9adca57440718bdac254669662c42402ebd1e779925f68b8fafc	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
40d9a1d8dcf335cbdecbf8bb0ed8361fc0a2b963a16de9c0dbff0d42ed9e716d	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
4206dc9cdef3ebc2405e57172414b1eaecffe8eb51e78ef060f2a2d6b78522be	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
4968ccc29061c3350459f37990f15a9d318d71e19cd6e439c987e2999d13cf58	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
4a019b0942dab6eedf25659d786bcc098cb564756268dc3b6c7ffc26d88db12e	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
4b10b9af8417c5c1bc46597a8e07265dfc5925cb49271c25f553a78acd81d0a8	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
4f1e1e277593fd02080535e239fa4f653f494617d9e48d063e37d9ee14b2a7ac	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
52dee06ecad007c160fc620c1f52d1756a9bdef87ff8de7b49147267edd132fb	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
55d1e46111d9d096b8db77eade6132ca3c0d87cfa8c8926ff4f87826ac38aeeb	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
5c4a342e5ceae07e0b3b72e66e847a880f70eaa20dc1db310c96132372ce3164	url-fetch-proxy-usage	url-fetch-proxy-usage	reviewer_confirmed	high	05	Confirms current_task; Gurl99 jqp.vercel.app proxy tests against rspace.library.cofc.edu manifest.
5eb1fb13c16dfa06996af913d0da4b9f3369f1e0a9da7ef2c93ab07870b53114	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
5fecaa65240c19d090ed5c9515906ee54bdd15f0be95b5dc5443e563fa3cc42d	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
60966b4f95d3de129ba6ed85460e47ec80f7b6f4865d53b319c4b0f571cf8b85	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
636b6bce847caf926dab7a1beaf5fc787b9e7b4ca5fa6dcc5c644f00ac2126b5	unknown	url-fetch-proxy-usage	reviewer_upgraded_from_unknown	medium	04	meta refresh redirect with example.com — testing HTML-render/refresh proxy behaviour.
67ab3afa2842e2e1b5fd7513eca4ed1d259853907be5d50e0d15e487253324b3	url-fetch-proxy-usage	url-fetch-proxy-usage	reviewer_confirmed	medium	05	Overrides epl-2000-01-bench; body is telegra.ph link test (CLICKMAYBE), not EPL content — TEL series here tests proxy URLs.
67ad9e51789377cb935396f2f6a99cf65ea15b52d0068fddde7e9f9836a2c79c	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
69b1179ac1e06f1414b1cb82a2c382c58121bb7b563e928da20053776f23bd84	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
6d69ced0916ff1a6c32a9f222b87f4510fea6a5f213e36d95b433342a223a722	url-fetch-proxy-usage	url-fetch-proxy-usage	regex_only			
