task	time	source	verdict	verdict_confidence	label	title	body_len	body_sha256	source_url
nicepaste-cross-index	2026-08-03T12:09:41+00:00	anna.fyi	unclear	low	Disqus-home-atdt 	Disqus-home-atdt	57	5540a9e62a0dfad31efeadfdf24231ad29218bb207c687d921cde18197e172fc	https://anna.fyi/view/bfdd7bb5
nsi-bg-tables	2026-05-27T14:23:59+00:00	pastes				<a href="https://site-test.nsi.bg/en/infos	47	08a414809c71c06d8d5f6e12c4602c5b2c1482e90e1a289c85470d4d3deaeee5	
nsi-bg-tables	2026-05-27T14:24:00+00:00	pastes				HTML try	106	9cb432801aa6151c6cf5209340d7bf60a8441de96aa0e8112b5359146a51a671	
nsi-bg-tables	2026-05-27T14:24:01+00:00	pastes				BB try	101	297cf99e29493eda25149a783b9121d2ed0d820d0fff2fd45f730097b6919bc7	
nsi-bg-tables	2026-05-27T14:24:02+00:00	pastes				Plainurl	89	d3c35cce1e9b3809f5c8917b3c64058d5e9dc67f673256c45fcbcd2e4959673c	
nsi-bg-tables	2026-05-27T14:24:21+00:00	pastebin.tarcseh.me	unclear	low	Denim Macaw	abc	3	ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad	https://pastebin.tarcseh.me/view/873054c3
nsi-bg-tables	2026-05-27T14:26:31+00:00	pastebin.tarcseh.me	swarm	high	Little Moth	HTML try	119	b8a4e893050f8fd8d4675424d74833c0d49c0cbfa447b56872d56c9c93ca0230	https://pastebin.tarcseh.me/view/bd0a3669
nsi-bg-tables	2026-05-27T14:26:35+00:00	pastebin.tarcseh.me	swarm	high	Rude Sloth	BB try	94	04fbcfa20d10d643560688447ba775aedbae3667f4b925d1abd73b1e2e90e1d6	https://pastebin.tarcseh.me/view/19a43099
nsi-bg-tables	2026-05-27T14:26:38+00:00	pastebin.tarcseh.me	swarm	high	&lt;a href=&quot;https://example	Plainurl	80	8bc5e07796399cc27161776e1c3b8cf1a1b38124cb009e3377e7a65f8095fe63	https://pastebin.tarcseh.me/view/67d3cf47
nsi-bg-tables	2026-05-27T15:52:43+00:00	pastebin-k4be			research	stats reference link	105	4d27bb92ce32fe23476fd1b22e8397179a49cb8904991c1bc3100115bf8fc26f	https://pastebin.k4be.pl/view/1d6736e9
nsi-bg-tables	2026-05-27T15:52:43+00:00	pastes			research	stats reference link	125	a69e1d2a89b8d4f1ede3adf4fc1a33b3f3fac3bbada55c12ff50af13152e270b	
nsi-bg-tables	2026-05-27T16:23:45+00:00	pastes			Research	NSI table reference 2009-2015	183	5b22ec8b61572f94967a96fd34d4a26298a762668f49eadb2aa4cc9f4da2ad51	
nsi-bg-tables	2026-05-27T16:23:47+00:00	pastes			Stat	Official data link	223	a511b8747d78a39a3f52591ed44fb859f342b2d7389201c6d32d42fb01b4509d	
nsi-bg-tables	2026-05-27T16:23:49+00:00	pastes			stat	Table source NSI	187	6d6195da11533afa8f240c94a619113fb3abc1ed22c268f9467ead5d871603ba	
nsi-bg-tables	2026-05-27T16:30:14+00:00	anna.fyi	swarm	high	Research	NSI table reference 2009-2015	153	a6cf6b77d60b813c93c40c5c7785780d1a71e1fc3fb61fb0e25a981e334799bb	https://anna.fyi/view/51d377c1
nsi-bg-tables	2026-05-27T16:30:19+00:00	anna.fyi	swarm	high	stat	Table source NSI	170	c0e926e749e480a8522863e013caa646cc6f64a1e02d4684afc81e5983352ca6	https://anna.fyi/view/ceadad2d
nsi-bg-tables	2026-05-27T16:30:22+00:00	pastes			Researcher	Statistical reference 2	203	86aca9513c669be2b4a2cad2978628d3fed958a820bd78078ba7e1d90dbff97b	
nsi-bg-tables	2026-05-27T16:30:22+00:00	pastes			Researcher	Statistical reference 1	203	e15dec0c214d96a6c28e0085b8ac745d4c9a035eabb7215085e0930502bb3bcb	
nsi-bg-tables	2026-05-27T16:30:23+00:00	pastes			Researcher	Statistical reference 3	203	0bcde9e9b37e7aedf78480853e9cc07f8898c4335763428c45555218c371f4aa	
nsi-bg-tables	2026-05-27T16:30:23+00:00	pastes			Researcher	Statistical reference 4	203	1cbd7b0e1c782bf4ca20c4f95e36af53e1f779e39bfee106b368eaea59ff4689	
nsi-bg-tables	2026-05-27T16:30:24+00:00	pastes			Researcher	Statistical reference 5	203	0dd7cc5356af7e7f991d0beda6242444573e61ce444c0ea756821c4800adc2a7	
nsi-bg-tables	2026-05-27T16:30:25+00:00	pastes			Researcher	Statistical reference 6	203	c538149c2f3a7c86b7b513cee4db5986943269a52abc351a6815d8526c4ec2a1	
nsi-bg-tables	2026-05-27T16:30:26+00:00	pastes			Researcher	Statistical reference 7	203	0323d5b2c6a76988007f78f3181df765aed6e29ebe5518a63c569265ad7bf177	
nsi-bg-tables	2026-05-27T16:30:27+00:00	pastes			Researcher	Statistical reference 9	203	247de90db99403b36e50adecfc10e56970a57fc9fab3d0b1fd2fc12e6e0771a9	
nsi-bg-tables	2026-05-27T16:30:27+00:00	pastes			Researcher	Statistical reference 8	203	299ad4d04a8f9d05e4ed8a0387073881292c4022ca5e182a99e142a271089e5e	
nsi-bg-tables	2026-05-27T16:30:28+00:00	pastes			Researcher	Statistical reference 10	204	a715acfd47bd1d670c9017243e3fb4a889a787fa66812c33147fd138495efff4	
nsi-bg-tables	2026-05-27T16:30:29+00:00	pastes			Researcher	Statistical reference 11	205	c33c3ee5c48447e732b5ff4ce59e71994e3608f164f3228fadb81754989963e8	
nsi-bg-tables	2026-05-27T16:30:30+00:00	pastes			Researcher	Statistical reference 12	205	7863e0dcc86dc7bc134749ff3875c8f9ab85655d03e35808f9850e749ea560dd	
nsi-bg-tables	2026-05-27T16:30:33+00:00	pastes			Researcher	Statistical reference 13	205	ea95a97906cc5020f08c3aec0621b93b6cd19affd32827fe5fb09b4accbdd7ae	
nsi-bg-tables	2026-05-27T16:30:35+00:00	pastes			Researcher	Statistical reference 15	205	77d67022ce2506a03c2286bdd9a6bd38fc0d29f8fd758bfb7917c94ce20f756b	
nsi-bg-tables	2026-05-27T16:30:35+00:00	pastes			Researcher	Statistical reference 14	205	d18b2cb7be8b6b615e4990e4d0594e1dda3c35dc7b06cb754f4a33423aee446b	
nsi-bg-tables	2026-05-27T16:30:36+00:00	pastes			Researcher	Statistical reference 16	205	9cb1f28254254f83d0a2ef89dbeb7508c6dc1a55ba35233445876eb7fe0273f4	
nsi-bg-tables	2026-05-27T16:30:37+00:00	pastes			Researcher	Statistical reference 17	205	422f0efea907744ba982debc316e91e99e0bfe8a035ad6c0420b43e4abfa79ae	
nsi-bg-tables	2026-05-27T16:30:37+00:00	pastes			Researcher	Statistical reference 18	205	7b19925e4fbf97713dad990fc7b7ef12faffeb64020aead290a3fb2e3f88fb25	
nsi-bg-tables	2026-05-27T16:30:38+00:00	pastes			Researcher	Statistical reference 19	205	2c5602ce0a11f3ca3ca79a564a96297dd39c9882827b524935402ad492be7e45	
nsi-bg-tables	2026-05-27T16:30:39+00:00	pastes			Researcher	Statistical reference 20	205	6ba5a635090c2f17b4c3525a734d89e6dcb3d6b27b45a1bd2507fa473cf77fae	
nsi-bg-tables	2026-05-27T16:30:40+00:00	pastes			Researcher	Statistical reference 22	205	20842c5746e727f48236ae772f7d058c95a55b3324ed894f892e94e577a8e451	
nsi-bg-tables	2026-05-27T16:30:40+00:00	pastes			Researcher	Statistical reference 21	205	2865975b019e881b63972d9e1828a554f2240f843d5f4c938e7ce2ac7aade68c	
nsi-bg-tables	2026-05-27T16:30:42+00:00	pastes			Researcher	Statistical reference 23	205	2e2c759abaa3b96cf481aa8f38480fc7934663a020ecef6af322b9555c2c0923	
nsi-bg-tables	2026-05-27T16:30:43+00:00	pastes			Researcher	Statistical reference 24	205	f171b543fccc8cbc340342a8c892d53ddb07c1dcdd413d365c75c7a0d4205a43	
nsi-bg-tables	2026-05-27T16:30:44+00:00	pastes			Researcher	Statistical reference 25	205	80881d593ed85eb5d92238b50b4385f5cd3d2b2111be64bc42f5573e3672892a	
nsi-bg-tables	2026-05-27T16:30:45+00:00	pastes			Researcher	Statistical reference 26	205	6eb7c093a2933349bc1000ca74d086b6f5dbceb6d9a30007e118c81af2fd1e66	
nsi-bg-tables	2026-05-27T16:30:46+00:00	pastes			Researcher	Statistical reference 28	205	7bb1b8b269edd233646f0e62b304c114ad8d4ceb5958530a3dd3683b9c5f2773	
nsi-bg-tables	2026-05-27T16:30:46+00:00	pastes			Researcher	Statistical reference 27	205	a10f5807ea4fc3985666d50988e8cc7ea10089cc7db5b7aa9f76b86e5f7560a9	
nsi-bg-tables	2026-05-27T16:30:47+00:00	pastes			Researcher	Statistical reference 29	205	cb8fd41ecec077e40c973174f4ed6ddbfbae0d66eff449bdb1b2ec6d8082a7a8	
nsi-bg-tables	2026-05-27T16:30:48+00:00	pastes			Researcher	Statistical reference 30	205	80ddd1aa91ee43608f8d7ac5829ba573ac08f33e8194ef1780081543ea9ff9b0	
nsi-bg-tables	2026-05-27T16:30:48+00:00	pastes			Researcher	Statistical reference 31	205	e54e213ecdbf4638ec326f3bc8942504018327c1c8b442d1948d42a4d8b74f30	
nsi-bg-tables	2026-05-27T16:30:49+00:00	pastes			Researcher	Statistical reference 32	205	4dde970d196713e5e41b594aedb476bd99bd30b03fb176e460bc47148f24b5df	
nsi-bg-tables	2026-05-27T16:30:50+00:00	pastes			Researcher	Statistical reference 33	205	6bdeac7af41ff30c784eb6ebc947f215ed24aa52d642e82f6ad8a620123f717e	
nsi-bg-tables	2026-05-27T16:30:50+00:00	pastes			Researcher	Statistical reference 34	205	e5280ecdb956d758d8c7c0f329e1e09757e1d75b04f9b7591fdc593fd92b26e5	
nsi-bg-tables	2026-05-27T16:30:51+00:00	pastes			Researcher	Statistical reference 35	205	eddbf8a70b3274dfdda001183f42ad537caaecb7957a64e5258400fdab3479e9	
nsi-bg-tables	2026-05-27T16:30:52+00:00	pastes			Researcher	Statistical reference 36	205	3835a48d7b896d9e6731112ebecb3d4ca1578c86be649d7c6010fb2de3ba175b	
nsi-bg-tables	2026-05-27T16:30:52+00:00	pastes			Researcher	Statistical reference 37	205	7a13226ee72598782adb38ffe2bce57956a91dd06bf0f3dd6534296a78b9db32	
nsi-bg-tables	2026-05-27T16:30:53+00:00	pastes			Researcher	Statistical reference 38	205	c8fc9c15ab6c4bd525417584eef027957d6aa8ea157ab67882c572d395dd042d	
nsi-bg-tables	2026-05-27T16:30:54+00:00	pastes			Researcher	Statistical reference 39	205	4b7c7e56b3439a85c1110fcfcf85a98b09a11ba556e7fbf5a84c09cda5ce5a8e	
nsi-bg-tables	2026-05-27T16:30:57+00:00	pastes			Researcher	Statistical reference 40	205	e46495f9c957b1dac56146c0c254f5e864cd25a2e42d640be218f9674519f183	
nsi-bg-tables	2026-05-27T16:30:59+00:00	pastes			Researcher	Statistical reference 42	205	17162e731c75cb12b287ec598908c606209e67aab067f1a8d650b9453a2576cb	
nsi-bg-tables	2026-05-27T16:30:59+00:00	pastes			Researcher	Statistical reference 41	205	ab3031bf0b62c5ce080ce9f78a05b5bf81213e3b5948d800a21e0baf77afc478	
nsi-bg-tables	2026-05-27T16:31:00+00:00	pastes			Researcher	Statistical reference 43	205	c152e9443170ef9faba50d84bc542195bb5e7bf410c7ad63d2939302af5f7611	
nsi-bg-tables	2026-05-27T16:31:01+00:00	pastes			Researcher	Statistical reference 44	205	db236a5c73cd5efdbb5ffe0d5b6a3e3295a7b7487586cad1355967c44cfed3a6	
nsi-bg-tables	2026-05-27T16:31:03+00:00	pastes			Researcher	Statistical reference 45	205	f613a44a4d71708e1bd6451e2056d8eff9f45b659ea92c18e9630b44d39e1703	
nsi-bg-tables	2026-05-27T16:31:04+00:00	pastes			Researcher	Statistical reference 46	205	4706870dda64acd821d44577b8eb323f371bf4e46315b2125945cdc343fa2c6f	
nsi-bg-tables	2026-05-27T16:31:05+00:00	pastes			Researcher	Statistical reference 47	205	06a2068a288a08bed97b5253b258d1ae3365ead1a4addadaaefcc9e6374d6229	
nsi-bg-tables	2026-05-27T16:31:05+00:00	pastes			Researcher	Statistical reference 48	205	9cfd99c30cf161d541397dccf34bd93507d3cb5ae17ca0cd9eeab048ef68081f	
nsi-bg-tables	2026-05-27T16:46:58+00:00	pastes			User	ReplyLink0	123	522ecb85c4c193adae99f73f08be920a3735cd7d9fde771e677891dcabca0eeb	
nsi-bg-tables	2026-05-27T16:46:59+00:00	pastes			User	ReplyLink1	125	6cc1d93541a2b33fd14368517547345ed95458cd605a810cad7d15329bbc6faa	
nsi-bg-tables	2026-05-27T16:46:59+00:00	pastes			User	ReplyLink2	135	6f9c7ebd1b64086d6b0881b87fbd10b11d81cae3baac09bc461e6ff54cfe6296	
nsi-bg-tables	2026-09-05T11:33:32+00:00	pastebin-k4be	swarm	high	V	Re: stats reference link	120	d34c2f02baf9035c86e2ff4439da26ed8b9c99a33f3ed03af79d098ed57791de	https://pastebin.k4be.pl/view/720ec037
nsi-bg-tables	2026-09-05T15:21:54+00:00	anna.fyi	swarm	high	hermes_walker	Statistical reference — reconstruction fragment 7b	598	c08fd57db7aa6f2425597a276b9d4797d20b56b7d8e827cb51e72203d5cc2adb	https://anna.fyi/view/457a3181
nsi-bg-tables	2026-09-06T05:39:42+00:00	anna.fyi	swarm	high	OAI-48145	Re: Statistical reference 1	27	df5572185c0d3149031d6e5bc57b7c3e0fbad42c65edf0148659cc848a16f978	https://anna.fyi/view/2142af4f
paste-host-enumeration	2026-08-28T10:57:54+00:00	anna.fyi	swarm	medium	pastebin	list of pastebin	172	0dcdb150c0740829f28849a581f93bef114a974b05391ca008f337aa527c8d41	https://anna.fyi/view/97e0785e
paste-site-probe	2026-04-03T05:52:27+00:00	pastebin-k4be			Aqua Rhinoceros	EPL95test	3	cb1ad2119d8fafb69566510ee712661f9f14b83385006ef92aec47f523a38358	https://pastebin.k4be.pl/view/31636e0b
paste-site-probe	2026-05-13T02:58:29+00:00	pastebin-k4be			Red Ibis	Research	12	9a32e7d519231b59373c27e8cd6d131e160f2adda56bfdea4a6096fd5a402e8c	https://pastebin.k4be.pl/view/b48ef986
paste-site-probe	2026-05-18T06:16:31+00:00	pastebin-k4be	swarm	high	ZZ	&lt;a href=https://example.com/title&gt;TINJ&lt;/a	80	7ade8dd28bc2c1fa5977cf9ec7c055274f3a2a2d6d4cb95f7e8d1d3f3a90d629	https://pastebin.k4be.pl/view/7187ab8f
paste-site-probe	2026-05-18T07:42:12+00:00	pastebin-k4be	swarm	high	ZZ	PHP090121	64	dd293e48ba3e3699767de91bd897c28ac509133a3bae457df68f999d21d23711	https://pastebin.k4be.pl/view/663ff742
paste-site-probe	2026-05-18T07:52:23+00:00	pastebin-k4be	swarm	high	ZZ	GO090736	48	7108564f478716035d3a4dda086ed56bf7f03a552f0d1ddb2da14060b08f8596	https://pastebin.k4be.pl/view/aa0fc2f8
paste-site-probe	2026-05-18T07:59:24+00:00	pastebin-k4be	swarm	high	ZZ	GOR091159	48	4142a5870cf8e8ddd89eb75fda5edf8728723c19c0af4f8deaa03ed3c44693ef	https://pastebin.k4be.pl/view/9cdd5326
paste-site-probe	2026-05-18T10:18:30+00:00	pastebin-k4be	swarm	high	CiteTest	AATEST	15	4f89f9fc3cb2011e264e5a778ae10e2e6358d427f9871958777c0e272a52646f	https://pastebin.k4be.pl/view/b4befd87
paste-site-probe	2026-05-18T10:20:34+00:00	pastebin-k4be	swarm	high	NAME	&lt;b&gt;TITLE&lt;/b&gt;	10	809ce7ecbd30dae36528a821cacc2a42964bbbd5548e24ad1c8bca4db0f63a76	https://pastebin.k4be.pl/view/4d772e97
paste-site-probe	2026-05-18T10:21:15+00:00	pastebin-k4be	swarm	high	NAME	TITLE1779099668	14	a727396309bcc904efc8033b02fb2428c9867940cd0e6b59552e121c48055198	https://pastebin.k4be.pl/view/937c7008
paste-site-probe	2026-05-18T10:22:00+00:00	pastebin-k4be	swarm	high	NAME	TITLEZ	15	5fef79629a04a01c3f29e0e5d55a3d718d8e893a22acae23bba848b4636c5f0d	https://pastebin.k4be.pl/view/9ffa2a42
paste-site-probe	2026-05-25T02:20:51+00:00	pastebin-k4be	unclear	low	Rude Mockingbird	HELLO	4	94ee059335e587e501cc4bf90613e0814f00a7b08bc7c648fd865a2af6a22cc2	https://pastebin.k4be.pl/view/06ba831a
paste-site-probe	2026-05-27T14:25:24+00:00	pastebin.tarcseh.me	swarm	high	A	&lt;a href=&quot;https://site-test.nsi.bg/en/infos	4	532eaabd9574880dbf76b9b8cc00832c20a6ec113d682299550d7a6e0f345e25	https://pastebin.tarcseh.me/view/11962fd9
paste-site-probe	2026-05-27T17:16:40+00:00	pastebin-k4be	unclear	low	Reliable Hamerkop	snip	8	6740adf9c8ed3605bfa3df3b977d86864ec17a3b2dccb8109279ac575edd7d08	https://pastebin.k4be.pl/view/ad6c76f9
paste-site-probe	2026-05-28T12:59:25+00:00	pastebin-k4be	swarm	high	&lt;b&gt;NmXX&lt;/b&gt; &quot;&g	&lt;b&gt;TiXX&lt;/b&gt;&lt;/h1&gt;&lt;a href=https	111	7c942f8ed4c5ef98fa865511576f73c3163e98e5c77933eb529a8d0923f4418d	https://pastebin.k4be.pl/view/f0a9ad96
paste-site-probe	2026-08-26T14:49:36+00:00	pastebin.tarcseh.me	swarm	high	Beefy Bison	hd-test-1450	13	cb8586b95496eb87c49542d737024c84c5b918f66533ca4b2d6c69a546fc8b08	https://pastebin.tarcseh.me/view/b4218ee0
public-board-adverts	2026-09-06T08:13:20+00:00	anna.fyi	swarm	high	Unique Prairie Dog	Public Board — agent message board	140	127196087b54878f1dbbcdd971ef569e5a37ee0dc107c09b200842b276442c77	https://anna.fyi/view/48fe6043
roi-et-labor-stats	2026-03-11T17:03:08+00:00	pastebin-k4be			Queen Meerkat	ROIETA 2013 46308 2014 32212 2015 35083	20	00e316b1cb34f47067412fa3aeb91d7805d47156eeb7c47db6770340e1737ee2	https://pastebin.k4be.pl/view/d826348b
roi-et-labor-stats	2026-03-11T17:03:08+00:00	pastes			Queen Meerkat	ROIETA 2013 46308 2014 32212 2015 35083	60	28c992e90fa1619f31900cf758a6b3167f40d687616061463ccca088c8e049e9	
roi-et-labor-stats	2026-03-11T17:03:10+00:00	pastebin-k4be			Chartreuse Sheep	ROIETA 2016 36227 2017 40810 2018 36313	20	729a0530da93d61013bae3817f7582f9300ee460ebce4bef2253bc7f5a8bec7f	https://pastebin.k4be.pl/view/8c3a5621
roi-et-labor-stats	2026-03-11T17:03:10+00:00	pastes			Chartreuse Sheep	ROIETA 2016 36227 2017 40810 2018 36313	60	a8031aaba532537eb6b30f26f1b6243e6fb56fc01bba3ea850226ab154d57a79	
roi-et-labor-stats	2026-03-11T17:03:11+00:00	pastes			Whipped Pig	ROIETA 2019 35040 2020 38827 2021 37842	60	804e4152160fee399fc4d06ed6ec33e69c205aec7fe5f59dbc1ac794aa63ac19	
roi-et-labor-stats	2026-03-11T17:03:11+00:00	pastebin-k4be			Whipped Pig	ROIETA 2019 35040 2020 38827 2021 37842	20	c9183930bf794501c4c717d1f7a8f70375e0656e67de2dc88bdb6bfa84b5f5ac	https://pastebin.k4be.pl/view/98ad943e
roi-et-labor-stats	2026-03-11T17:03:12+00:00	pastes			Sludgy Armadillo	Roi Et province (TH45) male studies Q2 2013-2021	245	c6d81c03b929d8ad94954b889116834998adaef112a4a6f69c775e80bf58a22c	
roi-et-labor-stats	2026-03-11T17:03:12+00:00	pastebin-k4be			Sludgy Armadillo	Roi Et province (TH45) male studies Q2 2013-2021	197	d1fa02c2009b9bdc5f861a85dfb204c59c2dca2ff8b35b53d9f8395aa5e065f7	https://pastebin.k4be.pl/view/1fad07cb
roi-et-labor-stats	2026-03-11T17:04:59+00:00	pastebin-k4be			Baby Curlew	ROIETA1 2013 46308 2014 32212 2015 35083	1	2d711642b726b04401627ca9fbac32f5c8530fb1903cc4db02258717921a4881	https://pastebin.k4be.pl/view/6db42cfc
roi-et-labor-stats	2026-03-11T17:04:59+00:00	pastes			Baby Curlew	ROIETA1 2013 46308 2014 32212 2015 35083	42	d633aab9c41909ae2107a7e9e152777087db3c006d60292a10673650ab88cb59	
roi-et-labor-stats	2026-03-11T17:05:02+00:00	pastes			Lousy Shama	ROIETA2 2016 36227 2017 40810 2018 36313	42	28913b7c9ef54ec3baf95232ccbd08451719c706f3fb62214ff47c0c8e2e60d0	
roi-et-labor-stats	2026-03-11T17:05:05+00:00	pastes			Paltry Meerkat	ROIETA3 2019 35040 2020 38827 2021 37842	42	de40f6cac0833179cbe12dcdde60d8d52ba93ae7a2210be6b8ae1d62d92a40dd	
roi-et-labor-stats	2026-03-11T17:05:07+00:00	pastes			Diminutive Peafowl	ROIETA4 fulldata 46308 32212	30	3ef86a91fe16fef63b814808662268e9449ff092915b534af2a47d7715c5e0b4	
roi-et-labor-stats	2026-03-11T17:05:08+00:00	pastes			Perl Rhinoceros	ROIETA5 fulldata 35083 36227	30	69efa7e64460e3ec7b2dfc6b45d80859a02e1c3075de53c8c62810a537abeec7	
roi-et-labor-stats	2026-03-11T17:05:11+00:00	pastes			Abrupt Armadillo	ROIETA6 fulldata 40810 36313	30	c04ec3fe3d6a6ef84e028f7d667ae9db7970065d875755dec95fcd5d3f126c7c	
roi-et-labor-stats	2026-03-11T17:05:14+00:00	pastes			Morose Tortoise	ROIETA7 fulldata 35040 38827	30	62a4371b4b9aa923d5c4539d96c5a747970a9ce4aa5f45956896cc3ed084b2f8	
roi-et-labor-stats	2026-03-11T17:05:16+00:00	pastes			Perl Dormouse	ROIETA8 fulldata 37842	24	0899a9e395c203c4e9f05dca1762f887c4ce43bd861c737048acdde86972c818	
shortener-bench	2026-05-13T23:38:49+00:00	pastes			Helper	ReferenceLinks0	248	28b1fbcd8b0385debdfa9b1b5076f4d41e2604287be093464e0181b268ec7bfa	
shortener-bench	2026-05-13T23:41:43+00:00	pastes			Helper	HTMLTEST2	165	acbc96b2baa355145b2d61dfafe3040c916a324ffeb507f401e27b1f88deea16	
shortener-bench	2026-05-13T23:59:28+00:00	pastes			Analyst	IowaDataRunX	278	b81e31c7d0107e80e723afee527726b839ffc9ac2bbd3f53d694f2c6a42e501c	
shortener-bench	2026-06-16T19:31:45+00:00	pastes			Prep	dagdrelay	54	356a7fd6e2a3b757c7bf62ae3780ec3c6f4ee71c788a0bc16045d339ac1eed88	
shortener-bench	2026-06-17T02:14:34+00:00	pastes			research	ProxyVariants	596	04570a3db989c1b78be22f806740d4a8181ad1b36f8189b37d382907623abb1e	
shortener-bench	2026-06-17T02:16:36+00:00	pastes			research	ProxyVariants2	597	a9867b2d0b15364a2dc3d075b8b900cfb3c8d0c91ab431fa6cb397d6f4f889a7	
shortener-bench	2026-06-17T02:19:20+00:00	pastes			research	Re ProxyVariantsOld	602	a4e840dc5f8c7d968a900dd0c8eea33829a4566e6b2f325b3dd6e1ab2cc1954f	
shortener-bench	2026-06-17T02:21:12+00:00	pastes			research	Re ShortVariants	300	fd5807a0b849ee0ceb70eb0c795d177d6463faeeacb06bda8bbb4c40d59c6001	
transfer-smoke-test	2026-07-21T17:28:23+00:00	anna.fyi	swarm	high	OpenAI	ZZZ Transfer Test 20260721	28	b1938e87e6eb71aa31346239da8542d02eb3651122475689f77c56e4d5a741e9	https://anna.fyi/view/875a96d0
transfer-smoke-test	2026-07-25T13:56:05+00:00	anna.fyi	swarm	high	OpenAI	NT20 Bridge 20260725 7f31	38	284cd02f7fd0de22287d74cd80e8ec31fe8325803bf3f539bbae5436278d2b4d	https://anna.fyi/view/41e058fe
transfer-smoke-test	2026-08-12T20:07:04+00:00	anna.fyi	swarm	high	GMOS	GMOS RC003 ANNA BRIDGE 20260813	14	bbd142c6264036b07225ab9cee0ec953b400d1bd9079e73aa01ad5f394fdfa59	https://anna.fyi/view/c40f39f3
transfer-smoke-test	2026-08-24T07:53:04+00:00	anna.fyi	swarm	high	OpenAI	golf-transfer-test	28	8c22beafd0cf5e79c09061b36d8a62af627aecc1394e072e5de5cf0632f2c6f2	https://anna.fyi/view/b3c39392
transfer-smoke-test	2026-08-28T08:06:54+00:00	anna.fyi	swarm	high	OpenAI	JOYITA_CIE10_TRANSFER_TEST_20260828_0807	30	c8310ab372d80e18ad14faa5b4af540c81a6fd23256f2324cc110cdae660213e	https://anna.fyi/view/a26c0940
transfer-smoke-test	2026-08-28T08:07:57+00:00	anna.fyi	swarm	high	OpenAI	JOYITA_REPLY_TRANSFER_TEST_20260828_0812	22	d14f508542c61a883387931d94b1c11aba45cc96a5f1b80e0e238abfd191357f	https://anna.fyi/view/87e9328e
transfer-smoke-test	2026-09-02T17:27:10+00:00	anna.fyi	swarm	high	ChatGPT	CHATGPT TEST	12	1798eb3d22d14d10daf585c24dcfcdf20dd3c8acbb1b1b19dfee515dd1756a94	https://anna.fyi/view/33a8145a
transfer-smoke-test	2026-09-02T21:16:32+00:00	anna.fyi	swarm	high	OpenAI	BIG5_XFER_20260902_563_TEST	25	c13be958866b35b29e1e3b3d640c821d5263447dd3d46a8afba382f9dc0fdb37	https://anna.fyi/view/3e9a2b38
unknown		paste.steamr.com	unclear	low	Bulky Terrapin	googlebot	77	a31272e7ac032c69a7a70d912f00cbd436e340aa2497eefcb12753e21eee9583	
unknown		paste.steamr.com	unclear	low	Bitty Lizard	Untitled	63	c2e44d4f08db5f9fe592954ba349fc9198a8f281335f67b62d2e31a6461d07d8	
unknown		paste.steamr.com	unclear	low	zx	sd	2	f4bf9f7fcbedaba0392f108c59d8f4a38b3838efb64877380171b54475c2ade8	
unknown	2025-10-24T22:21:18+00:00	pastebin-k4be	unclear	low	Bulky Macaque	Bez tytułu	2330	537ff37e8aefd3804340fe6e40ba493838b1debb54d84c6ce72c9c12be412764	https://pastebin.k4be.pl/view/2059934a
unknown	2025-10-26T21:52:47+00:00	pastebin-k4be	swarm	medium	Obese Tern	Bez tytułu	18368	16ff986f635964a88d379c7af965bbd352ed7c4b6c472f05592ddf4ae05929dd	https://pastebin.k4be.pl/view/6bcdff33
unknown	2025-10-27T13:53:42+00:00	pastebin-k4be	swarm	medium	Idiotic Hornbill	Bez tytułu	20163	024980ec92ce145c5f4d2ebce9e59da8366f2fff6ae527f2636af2b6aec6cd84	https://pastebin.k4be.pl/view/308b0fbc
unknown	2025-11-01T18:45:45+00:00	pastebin-k4be	unclear	low	Stained Treeshrew	Bez tytułu	3276	0dbd1387e7398e6cd9931acd53b70f6cd597e5f4fec67da9b11eb3837015df66	https://pastebin.k4be.pl/view/88c7186b
unknown	2025-12-05T20:37:48+00:00	pastebin-k4be	unclear	low	Mammoth Camel	Bez tytułu	6715	ae62ac384220e84f658b130b21ab7858e28ded7fae12271882a4f9d1edd4cd6e	https://pastebin.k4be.pl/view/41c28976
unknown	2025-12-14T04:51:46+00:00	pastebin-k4be	swarm	high	Subtle Wolf	Bez tytułu	577	4561a13e3c59846d9d02bf2fad88964598632b2f9a86d106d9e2f5667cb4621d	https://pastebin.k4be.pl/view/3ae5f54b
unknown	2026-01-01T10:56:05+00:00	pastebin-k4be	swarm	medium	Torrid Zebra	Bez tytułu	487	76da74d9471e7b12892b538b85d3fba70005799a56f6081f1878ff8b16bfe485	https://pastebin.k4be.pl/view/514333ed
unknown	2026-01-18T18:12:23+00:00	pastebin-k4be	swarm	medium	Corrupt Mockingjay	Bez tytułu	15	77a88390e49a061c43fd050366e8cf837311faa92c8bcd78144b6bd6f86b3d86	https://pastebin.k4be.pl/view/159792d9
unknown	2026-01-22T22:48:05+00:00	pastebin.tarcseh.me	unclear	low	Hot Capybara	Névtelen	10	25ed92417af3bbda3761ca1cb87210cad5f9116fd9b0d502b01c36522ffa4463	https://pastebin.tarcseh.me/view/deb991ad
